Bolton,296041,0.103208179
Bury,193823,0.067572123
Manchester,549853,0.191694147
Oldham,242072,0.084393075
Rochdale,224087,0.078123001
Salford,270764,0.09439591
Stockport,295243,0.102929974
Tameside,231199,0.080602443
Trafford,235546,0.082117929
Wigan,329759,0.114963218
