22.4,3.3,71.9
22.9,4.8,81.5
14.6,6.4,75.3
23.1,3.9,71.8
19.4,3.7,69.7
16.3,4.5,75.3
17.8,6.1,77.8
28.5,5.6,72.2
19.3,5.5,82.6
23.5,4,74.6
